WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha)
114.7,243.4,2122.06
152,409.6,2694.74
149.3,366.8,2456.8
148.9,377.5,2535.26
127.2,317.7,2497.64
140.1,347.1,2477.52
137.2,337,2456.27
139.5,368.6,2642.29
172.3,439.3,2549.62
122.49,334.42,2730.24
125.01,376.04,3008.07
125.69,380.6,3028.06
136.63,350.39,2564.48
142.19,444.84,3128.52
138.73,431.07,3107.15
138.43,466.29,3368.49
154.85,474.52,3064.44
164.28,573.65,3491.93
170.65,638.77,3743.2
174.94,524.55,2998.45
170.8,516.59,3024.45
165.59,530.01,3200.73
166,537.19,3236.03
159.23,499.94,3139.74
163.69,534.99,3268.27
172.97,483.23,2793.74
172.82,549.39,3178.89
171.33,569.43,3323.67
172.08,553.83,3218.5
175.43,647.75,3692.45
171.6,667.77,3891.52
167.92,642.3,3825.01
165.16,608.95,3686.93
169.28,391.93,2315.32
154.3,499.81,3239.22
163.07,655.48,4019.67
169.78,664.45,3913.58
81.9,107.3,1310.13
100.1,143.1,1429.57
97.3,159.4,1638.23
106,163.2,1539.62
127.5,178.2,1397.65
125,161.5,1292
140.3,174.2,1241.63
131.5,129.5,984.79
131.6,208.4,1583.59
132.4,245.1,1851.21
144.1,266.4,1848.72
123.5,235.1,1903.64
151.6,274.3,1809.37
144.1,190.6,1322.69
161.2,297.9,1848.01
154.8,262.4,1695.09
166.93,374.4,2242.86
163.7,324.6,1982.9
162.7,341.4,2098.34
155,364.1,2349.03
165.23,361.2,2186.04
163.5,422.2,2582.26
175.47,397.3,2264.2
226.3,567.1,2505.97
166.99,440.87,2640.06
169.93,470.11,2766.5
180.86,482.43,2667.43
186.55,469.13,2514.79
185.59,544.48,2933.75
184.96,538.6,2912.06
184.69,523.35,2833.63
191.4,527.54,2756.18
197.54,579.14,2931.74
204.92,627.49,3062.1
204.61,633.26,3094.97
204.54,632.51,3092.42
198.82,593.32,2984.21
185.42,577.3,3113.52
185.7,507.53,2733.06
207.93,660.58,3176.96
232.04,687.1,2961.12
213.89,682.11,3189.13
212.96,720.12,3381.41
228.75,752.7,3290.45
228.54,807.99,3535.37
216.97,801.54,3694.18
218.23,792.18,3630.04
217.2,811.4,3735.8
214.38,473.46,2208.47
226.6,752.11,3319.1
216.63,855.05,3946.96
214.11,881.11,4115.28
91.3,108.8,1191.68
112,159.3,1422.32
111.5,142.1,1274.44
122,203.9,1671.31
137.5,198.1,1440.73
140.6,220.8,1570.41
145,206.6,1424.83
136.2,157.8,1158.59
136.3,196.9,1444.61
134.4,214.5,1595.98
127.3,206.2,1619.8
151.7,259.3,1709.29
154.6,262.8,1699.87
150.7,194.9,1293.3
160.7,312.2,1942.75
147.4,256.5,1740.16
165.6,370.7,2238.53
169.8,364.1,2144.29
170.2,339.1,1992.36
171,380.4,2224.56
163.61,339.2,2073.22
169.2,379.1,2240.54
178.2,435.3,2442.76
179,441.2,2464.8
172.56,447.07,2590.81
178.36,426.63,2391.96
180.3,433.03,2401.72
182.42,452.73,2481.8
190.47,489.25,2568.65
188.49,489.83,2598.71
200.24,558.91,2791.2
194.8,574.64,2949.9
189.56,527.48,2782.65
200.25,597.91,2985.82
194.16,629.72,3243.3
217.92,645.73,2963.15
214.65,594.32,2768.79
217.83,676.28,3104.62
223.93,564.19,2519.49
227.35,628.67,2765.21
228.09,646.35,2833.75
227.61,640.21,2812.75
229.95,738.41,3211.18
231.19,693.82,3001.08
231.84,766.17,3304.74
231,822.95,3562.55
229.1,837.2,3654.3
231.44,827.84,3576.91
232.25,494.01,2127.06
231.21,688.46,2977.64
231.18,881.05,3811.06
229.73,904.14,3935.72
90.3,69,764.12
99.4,96.2,967.81
101.2,95.4,942.69
107.8,114.2,1059.37
122.1,143.3,1173.63
128.9,120.9,937.94
124,105.1,847.58
121.9,108.1,886.79
120.6,124.7,1034
104.4,109.3,1046.93
137.8,164,1190.13
132.4,176.9,1336.1
158.9,215.2,1354.31
149.7,184.9,1235.14
148.1,234.3,1582.04
145.4,234.4,1612.1
164.5,307.3,1868.09
167.9,264.9,1577.72
169.2,288.9,1707.45
158.5,323,2037.85
156.7,277.8,1772.81
154.5,299.1,1935.92
168.7,368.8,2186.13
164.3,301.2,1833.23
162.53,363.3,2235.28
162.06,356.14,2197.58
181.64,371.05,2042.78
183.34,413.79,2256.95
168.95,411.47,2435.45
157.19,376.27,2393.73
165.52,449.16,2713.63
182.99,450.19,2460.19
193.34,501.84,2595.63
187.38,520.86,2779.7
190.45,512.38,2690.36
183.32,499.17,2722.94
180.19,476.13,2642.38
200.11,552.85,2762.73
208.77,512.65,2455.57
194.88,494.86,2539.31
183.32,521.42,2844.32
191.26,540.42,2825.58
208.16,620.36,2980.21
212.16,591.88,2789.78
212.91,618.97,2907.19
209.08,681.59,3259.95
230.27,765.4,3323.92
200.05,630.35,3150.96
212.6,395.01,1858
209.61,614.16,2930.01
214.08,782.67,3656
195.12,716.28,3671
127.6,131.9,1033.7
136.5,165.5,1212.45
138.3,130.1,940.71
154.5,142.2,920.39
166.5,233.3,1401.2
188.8,258.9,1371.29
184.3,220.5,1196.42
174.8,139.5,798.05
165.3,188.5,1140.35
150.3,197.9,1316.7
189.7,258.8,1364.26
189.6,260.3,1372.89
204.2,314.8,1541.63
194.9,206.3,1058.49
208,338,1625
182.6,308.2,1687.84
213.6,425.5,1992.04
225.7,451.3,1999.56
210.9,406.2,1926.03
203.8,457.1,2242.89
211.7,462.8,2186.11
222,478.2,2154.05
248.1,576.6,2324.06
240.4,500.6,2082.36
242.42,580.02,2392.62
259.81,602.67,2319.66
274.26,574.6,2095.09
280.62,684.11,2437.85
273.91,708.54,2586.76
261.03,661.93,2535.84
249.77,685.95,2746.33
268.47,721.59,2687.79
281.4,811.23,2882.84
283.54,830.39,2928.65
295.96,902.91,3050.78
291.73,873.95,2995.75
285.78,772.86,2704.39
300.15,882.75,2941.03
300.95,751.55,2497.26
292.7,795.16,2716.64
292.51,878.98,3004.96
296.65,845.03,2848.58
299.87,958.82,3197.45
316.36,1097.19,3468.17
315.99,1072.88,3395.3
295.17,1038.52,3518.34
207.14,514.28,2482.79
298.54,1081.6,3622.91
310.1,645.78,2082.46
303,870.15,2871.82
285.47,1000.87,3506.09
276.29,1013.67,3668.8
179.5,177.1,986.63
198.7,187.9,945.65
199.2,247.2,1240.96
204.3,221.5,1084.19
223.5,330.2,1477.4
245.4,278.4,1134.47
238.3,235.2,986.99
226.2,156.6,692.31
215.5,268.3,1245.01
223,259.6,1164.13
230.9,309.3,1339.54
218.7,321.6,1470.51
222.1,374.3,1685.28
249.4,363.6,1457.9
264.1,437.3,1655.81
249.5,472.5,1893.79
259.8,547,2105.47
276.6,554,2002.89
272.3,550.5,2021.67
265.2,574.3,2165.54
295.4,641.1,2170.28
269,576.3,2142.38
283.17,707.5,2498.5
291.1,628.1,2157.68
267.23,637.12,2384.16
269.92,726.49,2691.5
295.45,732.68,2479.88
304.3,803.45,2640.32
289.89,791,2728.62
265.82,718.36,2702.43
252.78,786.3,3110.61
268.78,761.7,2833.92
273.82,782.25,2856.8
275.75,851.24,3087
292.34,909.23,3110.18
291.56,925.8,3175.33
285.85,837.51,2929.89
299.36,942.65,3148.88
308.26,785.37,2547.75
298.27,845.65,2835.18
286.57,879.05,3067.49
287.56,851.54,2961.26
297.84,956.31,3210.82
297.46,878.56,2953.54
297.66,936.01,3144.56
299.27,951.52,3179.51
295.48,931.38,3152.06
301.38,1004.75,3333.88
302.74,565.87,1869.19
298.53,908.28,3042.47
296.22,1038.75,3506.66
300.44,1101.13,3665.08
96.6,88.3,914.08
106.5,106,995.31
107.9,128.1,1187.21
112,108.1,965.18
124,139.4,1124.19
124.9,138.7,1110.49
135.8,116.7,859.35
132.4,105.7,798.34
130.1,140.6,1080.71
134.1,169.7,1265.47
155.6,242.8,1560.41
151.7,204.9,1350.69
175.7,289.1,1645.42
179.3,262.8,1465.7
183.7,301.5,1641.26
178.8,298.2,1667.79
198,388.5,1962.12
212.1,470.7,2219.24
213.9,445.5,2082.75
198.9,436.9,2196.58
195.91,401.8,2050.94
202,425.8,2107.92
217.2,533.9,2458.1
213.3,494.3,2317.39
214.12,528.25,2467.07
216.89,571.1,2633.13
232.95,552.53,2371.88
241.13,582.24,2414.63
240.51,755.3,3140.41
228.95,675.45,2950.21
236.33,757.41,3204.88
216.5,667.05,3081.06
243.7,674.46,2767.58
252.1,799.25,3170.37
257.83,844.82,3276.66
260.16,857.66,3296.66
242.04,768.27,3174.14
252.37,808.69,3204.38
252.57,782.58,3098.47
246.77,866.14,3509.91
249.18,861.6,3457.74
255.92,924.69,3613.2
255.28,920.04,3604.04
252.67,904.6,3580.16
252.14,906.58,3595.54
257.2,993.15,3861.39
136.89,494.32,3611.07
255.24,934.69,3662
260.46,517.02,1985.03
253.36,889.04,3509
250.68,1054.36,4206
247.7,989.81,3996
61.7,46,745.54
66,56.3,853.03
66.6,102.5,1539.04
71.9,72.5,1008.34
83.5,92.7,1110.18
94.1,66.8,709.88
93.5,91.2,975.4
91.9,61.5,669.21
87.1,68.4,785.3
85.1,108.2,1271.45
101,116.9,1157.43
99.8,125.7,1259.52
115.5,161,1393.94
119.9,156.7,1306.92
118.1,178.4,1510.58
119.2,194.2,1629.19
124.3,240.8,1937.25
135.5,261.9,1932.84
135.4,251.2,1855.24
133.5,274.3,2054.68
126.2,237.2,1879.56
124,255.3,2058.87
130.1,323.3,2485.01
131.4,242.5,1845.51
131.33,311.43,2371.35
130.99,342.94,2618.06
144.25,340.96,2363.67
148.17,366.92,2476.34
142.77,397.5,2784.2
136.19,369.3,2711.65
133.13,420.18,3156.16
138.4,336.03,2427.96
141.95,391.65,2759.07
140.53,489.3,3481.82
141.61,458.18,3235.51
140.99,429.99,3049.79
149.64,449.37,3003.01
162.55,498.14,3064.53
173.25,536.75,3098.12
158.82,522.67,3290.96
144.85,483.36,3336.97
148.15,547.42,3695.04
162.8,591.89,3635.69
159.17,538.1,3380.66
154.19,584.36,3789.87
147.64,574.34,3890.14
103.37,330.06,3193
143.5,525.35,3660.98
144.78,371.37,2565.06
154.26,598.05,3876.9
140.43,589.8,4200
131.99,559.23,4237
61.5,62.8,1021.14
72.2,76.8,1063.71
72.1,112,1553.4
74.7,112.6,1507.36
83.1,137.9,1659.45
104,88.3,849.04
90.9,94.3,1037.4
89.8,106.5,1185.97
80,91,1137.5
87.2,119.8,1373.85
100,155.6,1556
91.9,159.4,1734.49
100.1,181.6,1814.19
100.2,157,1566.87
100.3,198.9,1983.05
95.7,191,1995.82
98.6,245.6,2490.87
110.2,258,2341.2
109.2,240.9,2206.04
112.6,291,2584.37
110.3,245.8,2228.47
108.4,255.7,2358.86
114.86,342.5,2981.89
114.7,221.8,1933.74
108.63,263.27,2423.55
107.05,298,2783.75
123.46,362.7,2937.79
126.77,387.45,3056.32
124.3,421.5,3390.99
119.58,397.04,3320.29
106.47,352.91,3314.64
113.54,355.42,3130.35
123.48,399.83,3238.01
129.14,459.51,3558.23
133.69,489.04,3658.01
133.85,466.29,3483.68
127.62,387.86,3039.18
139.28,487.3,3498.71
143.96,429.18,2981.24
142.68,434.1,3042.47
141.25,455.64,3225.77
142.87,482.6,3377.9
147.22,510.65,3468.62
147.42,481.96,3269.3
148.78,507.44,3410.67
145.98,511.61,3504.66
140.32,487.18,3471.92
147.28,508.11,3449.96
147.85,264.64,1789.92
133.65,457.5,3423.12
142.05,556.82,3920
149.25,598.2,4008
99.4,97.2,977.87
106.5,116.9,1097.65
101.7,135.7,1334.32
111.1,140.1,1261.03
117.9,141.9,1203.56
127.5,132.8,1041.57
115.5,110.1,953.25
111,91.5,824.32
109.7,113.9,1038.29
112,129.7,1158.04
117.6,133.5,1135.2
100.7,137.1,1361.47
111.6,145.9,1307.35
114.7,163.5,1425.46
129,191.8,1486.82
129.7,210.6,1623.75
122.4,215.2,1758.17
132.1,247.2,1871.31
144.9,272.6,1881.3
136.4,268,1964.81
124,250.5,2020.16
116.5,238.6,2048.07
124,296,2387.1
122.9,249.5,2030.11
111.95,259.64,2319.25
116.79,288.85,2473.24
127.32,306.98,2411.09
124.63,295.56,2371.5
115.84,298.01,2572.6
110.7,272,2457.09
113.43,309.54,2728.91
114.07,310.9,2725.52
114.2,290.32,2542.21
113.04,324.3,2868.9
115.9,308.88,2665.06
108.59,320.2,2948.71
106.24,290.87,2737.86
114.54,316.01,2758.95
111.55,297.13,2663.65
108.77,298.11,2740.74
109.46,323.11,2951.85
110.83,324.3,2926.1
112.2,335.51,2990.29
113.74,325.93,2865.57
110.02,335.44,3048.9
106.86,342.4,3204.19
78.24,323.12,4129.86
147.96,488.84,3303.87
116.55,315.04,2703.05
99.7,309.07,3100
148.01,511.68,3457
157.27,569.33,3620
84.3,108.7,1289.44
99.3,125.9,1267.88
96.7,100.8,1042.4
106.9,144.9,1355.47
115.7,155.2,1341.4
110.7,144.9,1308.94
119.9,152.5,1271.89
123.1,139.3,1131.6
120.5,150.3,1247.3
116.8,185.9,1591.61
127.7,179.8,1407.99
118.7,192.6,1622.58
127.3,199.1,1564.02
130.3,183.5,1408.29
132.1,219.3,1660.11
125.2,190.8,1523.96
136.2,281.1,2063.88
133.5,307.4,2302.62
127.7,316.3,2476.9
130.4,323,2476.99
131.7,342.6,2601.37
133.3,323.4,2426.11
137.6,389.6,2831.4
135.2,376.1,2781.8
135.24,369.32,2730.85
135.85,377.39,2777.99
141.12,389.85,2762.54
146.57,364.49,2486.8
145.23,443.27,3052.19
142.26,412.32,2898.36
143.68,459.48,3197.94
169.02,520.83,3081.47
152.62,495.68,3247.8
151.73,515.78,3399.33
154.13,532.77,3456.63
154.01,493.8,3206.29
146.78,437.79,2982.63
147.34,483.78,3283.43
146.26,441.32,3017.37
144.51,467.57,3235.55
144.14,486.74,3376.86
144.35,476.89,3303.71
143.37,499.36,3483.02
144.09,498.61,3460.41
147.25,526.71,3576.98
146.65,571.53,3897.24
145.49,541.35,3720.87
153.35,561.03,3658.49
153.74,288.38,1875.76
143.25,459.82,3209.91
157.56,633.78,4022.45
150.66,680.33,4515.55
69.8,80.6,1154.73
89.4,147.8,1653.24
85.1,104.7,1230.32
92.8,142.7,1537.72
100,176.6,1766
93.2,152.4,1635.19
102.4,146.9,1434.57
95,123.7,1302.11
92.2,147.2,1596.53
83.2,159.5,1917.07
103.6,186.5,1800.19
102.4,213.4,2083.98
113.2,203.5,1797.7
104.9,160.8,1532.89
115.1,273,2371.85
110,260.6,2369.09
122.16,310.5,2541.75
124.4,297.4,2390.68
117.8,273.8,2324.28
118.1,272.5,2307.37
127.3,302,2372.35
127.9,316.9,2477.72
138.27,337,2437.26
138.1,333,2411.3
138.54,354.46,2558.54
140.32,413.53,2947.05
146.24,432.46,2957.19
150.64,401.31,2664.03
151.86,438.08,2884.76
152.15,411.21,2702.66
156.84,497.79,3173.87
161.32,403.22,2499.5
167.72,550.93,3284.82
171.44,543.92,3172.66
176.35,538.66,3054.49
175.63,548.98,3125.78
172.98,514.14,2972.25
179.36,560.4,3124.44
183.11,488.14,2665.83
186.74,557.62,2986.08
190.19,609.78,3206.16
191.74,559.91,2920.15
195.89,712.24,3635.92
195.7,561.89,2871.18
197.7,718.68,3635.2
196.78,746.41,3793.12
197.34,742.71,3763.61
200.94,758.67,3775.6
200.98,401.2,1996.22
206.11,659.37,3199.12
198.88,811.1,4078.35
198.17,756.58,3817.91
99.9,124.3,1244.24
117.6,122.9,1045.07
107,111,1037.38
111.1,146.6,1319.53
117.7,185.6,1576.89
120.1,153.8,1280.6
127.3,170.4,1338.57
132.1,112.9,854.66
130.1,185.9,1428.9
129.7,222.2,1713.18
139.5,244.6,1753.41
136.5,269.1,1971.43
154.1,310.2,2012.98
157.5,217,1377.78
168.4,385.9,2291.57
168.4,335.4,1991.69
181.5,405.6,2234.71
181.2,436.7,2410.04
167.3,405,2420.8
171.1,435.6,2545.88
174.9,420.6,2404.8
169.8,398.5,2346.88
179.5,486.1,2708.08
180.9,507.5,2805.42
178.98,473.47,2645.38
184.13,550.31,2988.7
187.2,515.47,2753.58
192.94,514.56,2666.94
198.43,569.31,2869.07
199.12,545.98,2741.96
200.24,587.09,2931.93
200.66,582.86,2904.71
202.47,643.61,3178.79
203.58,666.53,3274.04
209.04,647.02,3095.2
219.79,723.12,3290.05
217.86,642.24,2947.95
218.05,773.72,3548.36
219.81,643.41,2927.12
218.63,644.91,2949.78
219.74,719.11,3272.55
220.64,663.56,3007.43
219.2,735.66,3356.11
221.68,716.24,3230.96
224.15,832.36,3713.41
223.52,836.46,3742.22
227.47,816.25,3588.39
230.32,852.79,3702.63
224.85,358.71,1595.33
225.57,589.25,2612.27
225.59,980.36,4345.8
226.79,925.74,4081.94
42.3,42.1,995.27
48.6,41.5,853.91
41.3,41.8,1012.11
40.6,48.9,1204.43
53.3,74.1,1390.24
53.1,85.9,1617.7
63.8,59.4,931.03
65.3,85,1301.68
69.2,76.7,1108.38
63.9,79.9,1250.39
71.7,84.4,1177.13
81,125.1,1544.44
96.6,143.7,1487.58
92.6,86.1,929.81
107.7,195.2,1812.44
107,168.7,1576.64
118,221.3,1875.42
124.2,248.2,1998.39
121,224.5,1855.37
115.2,209.6,1819.44
118.6,211.4,1782.46
120.3,242.1,2012.47
135.2,279,2063.61
126.8,264.8,2088.33
126,267.93,2126.43
126.48,285.27,2255.46
133.4,277.54,2080.51
136.33,289.24,2121.62
135.87,296,2178.55
136.85,318.67,2328.61
139.95,376.37,2689.32
140.17,333.77,2381.18
144.45,338.61,2344.13
145.63,371.5,2550.99
147.26,341.04,2315.9
150.75,379.01,2514.16
148.59,364.43,2452.59
151.77,398.6,2626.34
151.43,362.24,2392.13
154.31,332.44,2154.36
151.57,378.45,2496.87
150.17,388.87,2589.53
158.2,461.31,2915.99
162.03,443.31,2735.97
165.37,541.53,3274.66
169.58,555.3,3274.56
170.68,560.59,3284.45
174.45,595.9,3415.88
174.25,341.44,1959.48
185.39,460.64,2484.71
175.8,614.4,3494.96
170.17,591.43,3475.53
67.9,42.2,621.5
85.3,82,961.31
65.5,57.5,877.86
30.8,52.9,1717.53
94.6,102.5,1083.51
102.5,131,1278.05
105.3,104.4,991.45
116.1,107.7,927.65
124,115,927.42
122.4,160.1,1308.01
126.2,156.7,1241.68
147.7,196.3,1329.05
166.6,238.9,1433.97
161.6,143.7,889.23
183.7,268.9,1463.8
189.7,271.1,1429.1
197.3,342.9,1737.96
205,364.5,1778.05
203.1,385.4,1897.59
205.5,342,1664.23
219.1,329.6,1504.34
229.2,354.6,1547.12
238.2,384.4,1613.77
228,371,1627.19
241.99,430.14,1777.51
246.4,521.71,2117.33
250.31,463.09,1850.07
224.38,442.05,1970.1
249.64,553.82,2218.47
250.9,540.9,2155.84
253.44,549.26,2167.22
255.17,535.69,2099.35
265.3,508.35,1916.13
268.92,639.24,2377.06
271.03,618.83,2283.25
275.92,596.51,2161.89
281.74,547.27,1942.46
286.22,714.54,2496.47
272.58,523.39,1920.13
277.54,548.26,1975.43
277.92,637.87,2295.16
279.49,610.4,2183.98
285.82,715.77,2504.27
281.2,620.32,2205.97
285.64,716.96,2510.01
288.36,778,2698.02
295.99,768.74,2597.18
280.91,683.96,2434.8
284.14,399.28,1405.22
309.16,610.72,1975.42
298.33,916,3070.41
283.11,1021.87,3609.38
121.3,80.6,664.47
138,142.3,1031.16
148.3,143,964.26
165.8,157.6,950.54
158.6,140,882.72
167.3,198.6,1187.09
169.1,184,1088.11
161.3,130.4,808.43
154.3,120.2,779
162.1,188.7,1164.1
162.2,166.1,1024.04
165.7,163.4,986.12
180.4,184,1019.96
153.5,96,625.41
196.4,202,1028.51
157.2,198.9,1265.27
195.1,273.2,1400.31
192,301.6,1570.83
198.5,280.1,1411.08
187.4,253.7,1353.79
163.7,233.6,1427
190.1,281.4,1480.27
189.7,289.9,1528.2
152,222.9,1466.45
185.7,329.27,1773.13
204.13,369.25,1808.9
206.89,409.3,1978.35
205.73,394.98,1919.9
201.15,400.12,1989.16
197.57,402.94,2039.48
211.42,451.39,2135.04
233.46,481.42,2062.11
214.04,442.71,2068.35
237.05,557.35,2351.19
223.78,451.34,2016.89
225.48,535.63,2375.51
196.7,433.36,2203.15
223.76,528.32,2361.1
201.2,431.11,2142.69
199.84,378.93,1896.17
224.58,480.44,2139.28
183.72,330.37,1798.23
255.91,631.94,2469.38
270.47,663.17,2451.92
310.26,794.47,2560.66
331.86,960.09,2893.06
319.32,872.14,2731.24
331.96,608.25,1832.3
328.46,551.6,1679.35
301.34,584.04,1938.14
339.15,1040.48,3067.85
302.3,818.4,2707.25
88.6,56.5,637.7
101.2,125.9,1244.07
103,97.2,943.69
112.9,125.9,1115.15
119.4,119.2,998.32
125.8,125.2,995.23
126.7,163.5,1290.45
121.3,153.6,1266.28
123.9,138.1,1114.61
116.9,140.8,1204.45
110.7,127,1147.24
118.6,157.7,1329.68
119.4,170.9,1431.32
94.2,85.9,911.89
111.9,150.4,1344.06
98.1,149.2,1520.9
99.6,170.2,1708.84
104,163.3,1570.19
117.3,161.3,1375.11
90,152.6,1695.56
88.1,168.5,1912.6
91.5,180.6,1973.77
89.8,179.4,1997.77
76.5,160.4,2096.73
76.83,155.56,2024.73
80.6,177.76,2205.46
84.65,184.44,2178.85
84.87,194.32,2289.62
89.15,183.1,2053.84
97.09,231.38,2383.15
96.47,267.83,2776.3
107.68,246.62,2290.3
102.62,292.6,2851.3
115.81,377.4,3258.79
117.67,339.14,2882.13
125.15,412.32,3294.61
127.2,388.52,3054.4
130.68,389.79,2982.78
116.48,370.25,3178.66
118.58,364.34,3072.52
144.7,407.99,2819.56
146.2,259.83,1777.22
148.95,465.78,3127.09
135.22,373.26,2760.39
146.31,467.79,3197.25
144.07,484.38,3362.12
145.44,467.11,3211.7
149.46,445.32,2979.53
155.13,206.24,1329.47
158.55,298.12,1880.29
147.43,547.85,3716.05
160.36,581.17,3624.09
108.8,66.3,609.38
126.1,161,1276.76
137.4,106.3,773.65
144.9,165.8,1144.24
140.3,150,1069.14
145.1,162.7,1121.3
141.9,168.8,1189.57
136.8,120.3,879.39
129.2,95,735.29
128.6,101.9,792.38
120.5,102.1,847.3
130.4,134.6,1032.21
138.2,149.9,1084.66
138.7,79.7,574.62
155.3,191.9,1235.67
147.7,174.9,1184.16
155.4,207.6,1335.91
157.3,216.8,1378.26
156.9,185.4,1181.64
161.7,201.8,1247.99
117.1,261.5,2233.13
162.2,224.1,1381.63
156,209.5,1342.95
144.9,174.4,1203.59
144.94,230.22,1588.38
152.29,230.57,1514.02
153.72,256.41,1668.03
143.18,238,1662.24
139.58,244.65,1752.76
143.93,231.33,1607.24
154.63,303.34,1961.71
160.23,283.59,1769.89
150.06,307.12,2046.65
159.01,366.62,2305.64
147.12,256.02,1740.21
150.41,301.86,2006.91
138.22,243.32,1760.38
147.85,284.24,1922.49
138.65,236.86,1708.33
132.44,237.28,1791.6
140.36,244.03,1738.6
120.95,162.41,1342.79
168.46,386.64,2295.14
157.57,334.8,2124.77
162.51,337.05,2074.03
177.67,442.34,2489.67
184.52,463.6,2512.46
186.24,427.91,2297.63
182.93,239.95,1311.7
121.11,189.44,1564.2
209.21,597.64,2856.66
161.51,440.68,2728.57
98.7,40.2,407.29
110.3,116,1051.68
107.6,107.6,1000
121.8,114.1,936.78
122.7,139.5,1136.92
127.6,127.6,1000
126.7,138,1089.19
129,93.4,724.03
120.1,63,524.56
120.7,91.5,758.08
117,82.9,708.55
139.6,116.2,832.38
147,139,945.58
149.8,47.7,318.42
176.4,180.7,1024.38
174.7,149.6,856.33
183.3,239.1,1304.42
172,203.8,1184.88
189.5,210.3,1109.76
179,182.7,1020.67
183.2,228.8,1248.91
189.5,271.9,1434.83
181.8,146.5,805.83
171.8,197.3,1148.43
183.83,220.66,1200.35
182.25,206.41,1132.57
185.94,246.21,1324.14
190.83,275.56,1444.01
190.37,281.2,1477.12
185.51,278.15,1499.38
187.1,279.19,1492.2
190.85,261.01,1367.62
196.59,327.5,1665.9
194.95,322.56,1654.58
184.06,263.38,1430.95
188.47,358.93,1904.44
194.2,329.98,1699.18
194.08,376.49,1939.87
188.07,297.43,1581.49
185.48,267.56,1442.53
183.27,257.31,1403.99
183.69,241.83,1316.51
201.65,361.28,1791.62
195.87,338.64,1728.9
202.34,363.06,1794.31
209.27,459.34,2194.96
208,473.51,2276.49
216.46,414.28,1913.89
206.19,198.87,964.5
82.79,98.95,1195.19
246.94,616.45,2496.38
208.72,495.11,2372.11
51.2,33.1,646.48
54.2,53.6,988.93
54.9,84.1,1531.88
51.4,61.1,1188.72
60,66.5,1108.33
63.8,63.8,1000
60.8,58,953.95
63.6,63.7,1001.57
83.9,98.1,1169.25
83.9,96.7,1152.56
92,112,1217.39
92.8,124.5,1341.59
106.7,143.1,1341.14
126.77,107.8,850.36
137.2,180.5,1315.6
154.45,219,1417.93
